pasos,ep_rew_mean
1040628,518.3
1045294,513.95
1049712,503.05
1054313,492.6
1058601,489.5
1063200,497.6
1067745,497.6
1072018,497.25
1076211,483.35
1080551,482.35
1085272,486.6
1090175,503.15
1095116,525.45
1100234,534.7
1105097,543.7
1108972,510.1
1113894,501.65
1118628,502.1
1123042,496.05
1127305,505.95
1131638,499.7
1135687,484.0
1140280,484.35
1144902,498.9
1149334,502.25
1153825,507.1
1157980,485.85
1162439,495.0
1166639,484.5
1171917,502.55
1176299,509.8
1181311,530.5
1185535,528.85
1190562,510.95
1195124,518.6
1199743,514.75
1204819,515.5
1209089,510.0
1213719,507.95
1218294,515.7
1222687,516.3
1227275,518.55
1231995,523.3
1236884,518.75
1241676,532.5
1246760,541.85
1251238,528.7
1255725,529.65
1260423,520.1
1265356,519.65
1270169,516.45
1274871,518.45
1279556,512.7
1284205,506.5
1289065,509.9
1294108,519.9
1298937,520.65
1303290,513.9
1308436,521.2
1312731,515.65
1317464,507.35
1321937,519.15
1326356,513.25
1331104,501.85
1336191,523.5
1340653,516.55
1345460,548.9
1349844,539.4
1354520,517.45
1359229,518.15
1363696,500.85
1368431,514.35
1372740,512.4
1377354,497.8
1382400,521.55
1387541,528.9
1392046,542.7
1396733,555.15
1401712,529.6
1406567,539.15
1411600,546.45
1416266,544.6
1421538,564.0
1426332,568.3
1430897,562.25
1435603,550.15
1440151,537.3
1445075,537.25
1449594,552.05
1454505,561.2
1459297,561.8
1464206,560.35
1469315,569.9
1474260,557.5
1478462,541.75
1483077,524.9
1487738,519.25
1492458,525.2
1497550,542.95
1502633,550.3
1507540,545.05
1512458,553.8
1517306,549.0
1521567,528.25
1525844,531.05
1530622,520.2
1534925,504.55
1539908,517.45
1544551,534.15
1549235,554.95
1554037,555.55
1558418,546.75
1563667,554.0
1568460,545.95
1573043,568.5
1577740,555.35
1582441,550.7
1587040,546.35
1591299,538.1
1596185,544.25
1601579,547.65
1606674,563.4
1611183,550.55
1615987,552.7
1620282,542.65
1624475,520.05
1629635,539.55
1634407,534.7
1639397,555.3
1644160,543.35
1648366,526.9
1652712,514.45
1657561,497.2
1661973,505.9
1666494,515.5
1671401,519.45
1676833,542.05
1681068,511.35
1686114,524.2
1690924,530.15
1695935,534.85
1701293,560.9
1706053,547.0
1710612,535.55
1715353,521.7
1720165,527.65
1725515,548.6
1730815,561.0
1735910,565.4
1741243,584.75
1746144,582.65
1751083,593.8
1755872,581.1
1761376,582.6
1766576,571.8
1771269,569.35
1776367,576.75
1781852,567.2
1786752,565.4
1791594,563.2
1796453,556.25
1801467,571.4
1807447,605.05
1811885,603.9
1816855,599.7
1821908,604.75
1826515,560.75
1832258,574.55
1837223,568.55
1842540,567.25
1847579,573.1
1852159,557.35
1857372,554.9
1862662,574.85
1868606,582.85
1873431,584.6
